GBE_ID	GBE_short_name	pops	num_pops	gene	num_variants_pav	num_variants_ptv	log_10_BF_study_similar_var_independent_sigma_m_mpc_pli_pav	log_10_BF_study_similar_var_similar_sigma_m_mpc_pli_pav	log_10_BF_study_similar_var_similar_sigma_m_mpc_pli_ptv
INI25850	Vol. of grey matter in Parahippocampal Gyrus, posterior division (L)	non_british_white_others_related_white_british	4	ABCA13	152	27.0	14.4	10.2	0.186
INI25854	Vol. of grey matter in Temporal Fusiform Cortex, anterior division (L)	non_british_white_others_related_white_british	4	STARD9	93	1.0	6.6	5.09	0.055
INI25856	Vol. of grey matter in Temporal Fusiform Cortex, posterior division (L)	non_british_white_others_related_white_british	4	CALML4	15	5.0	5.1	4	2.64
INI25858	Vol. of grey matter in Temporal Occipital Fusiform Cortex (L)	non_british_white_others_related_white_british	4	STARD9	93	1.0	7.56	5.38	-0.00957
INI25876	Vol. of grey matter in Occipital Pole (L)	non_british_white_others_related_white_british	4	BTNL2	36	7.0	3.36	5.09	0.995
INI25898	Vol. of grey matter in Vermis VI Cerebellum	non_british_white_others_related_white_british	4	ABCA13	152	27.0	5.66	6.06	-0.464
INI25914	Vol. of grey matter in VIIIb Cerebellum (R)	non_british_white_others_related_white_british	4	ABCA13	152	27.0	5.5	6.01	-0.332
INI2714	Age when periods started (menarche)	african_non_british_white_others_related_s_asian_white_british	6	TACR3	18	6.0	6.43	4.97	5.95
INI2714	Age when periods started (menarche)	african_non_british_white_others_related_s_asian_white_british	6	MC3R	18		4.72	6.3	nan
INI30000	White blood cell count	african_non_british_white_others_related_s_asian_white_british	6	S1PR4	24	6.0	74.4	32.6	-0.211
INI30000	White blood cell count	african_non_british_white_others_related_s_asian_white_british	6	CXCR2	15		72	71.3	nan
INI30000	White blood cell count	african_non_british_white_others_related_s_asian_white_british	6	IL17RA	62	6.0	54.3	17	-0.365
INI30000	White blood cell count	african_non_british_white_others_related_s_asian_white_british	6	JAML	27	10.0	33.1	6.11	3.25
INI30000	White blood cell count	african_non_british_white_others_related_s_asian_white_british	6	SH2B3	5		21	21	nan
INI30000	White blood cell count	african_non_british_white_others_related_s_asian_white_british	6	TNXB	157	16.0	24.4	5.87	-0.176
INI30000	White blood cell count	african_non_british_white_others_related_s_asian_white_british	6	LY6G6F-LY6G6D	19	11.0	17	17.8	1.41
INI30000	White blood cell count	african_non_british_white_others_related_s_asian_white_british	6	PRRC2A	69		17	9.16	nan
INI30000	White blood cell count	african_non_british_white_others_related_s_asian_white_british	6	CFB	42	2.0	16.4	9.71	-0.00332
INI30000	White blood cell count	african_non_british_white_others_related_s_asian_white_british	6	CXCL6	6	6.0	13.2	13.2	13.2
INI30000	White blood cell count	african_non_british_white_others_related_s_asian_white_british	6	MPO	40	14.0	14.5	7.44	-0.00131
INI30000	White blood cell count	african_non_british_white_others_related_s_asian_white_british	6	OR6K6	58		14.7	14.1	nan
INI30000	White blood cell count	african_non_british_white_others_related_s_asian_white_british	6	GPSM3	6		11.7	11.7	nan
INI30000	White blood cell count	african_non_british_white_others_related_s_asian_white_british	6	TNFRSF13B	59	13.0	11.9	4.74	-0.0191
INI30000	White blood cell count	african_non_british_white_others_related_s_asian_white_british	6	CDSN	29		9.7	2.35	nan
INI30000	White blood cell count	african_non_british_white_others_related_s_asian_white_british	6	TRIM40	35	17.0	10.6	5.69	1.68
INI30000	White blood cell count	african_non_british_white_others_related_s_asian_white_british	6	AGER	57	18.0	9.59	4.81	-0.421
INI30000	White blood cell count	african_non_british_white_others_related_s_asian_white_british	6	MDC1	138	6.0	10.6	3.17	-0.088
INI30000	White blood cell count	african_non_british_white_others_related_s_asian_white_british	6	GNL1	27	4.0	9.56	3.04	0.35
INI30000	White blood cell count	african_non_british_white_others_related_s_asian_white_british	6	SLC39A7	22	12.0	8.79	9.47	9.23
INI30000	White blood cell count	african_non_british_white_others_related_s_asian_white_british	6	S1PR2	11		9.83	10.2	nan
INI30000	White blood cell count	african_non_british_white_others_related_s_asian_white_british	6	FCRL5	54	14.0	6.47	3.27	1.45
INI30000	White blood cell count	african_non_british_white_others_related_s_asian_white_british	6	SLC9A3R1	17	1.0	9.18	1.63	-0.0155
INI30000	White blood cell count	african_non_british_white_others_related_s_asian_white_british	6	PLEK	6		9.67	9.67	nan
INI30000	White blood cell count	african_non_british_white_others_related_s_asian_white_british	6	TSBP1	30	12.0	11	10.9	-0.349
INI30000	White blood cell count	african_non_british_white_others_related_s_asian_white_british	6	ADGRE5	29	6.0	7.64	2.07	0.0179
INI30000	White blood cell count	african_non_british_white_others_related_s_asian_white_british	6	BTN2A2	47	5.0	5.37	7.69	-0.0558
INI30000	White blood cell count	african_non_british_white_others_related_s_asian_white_british	6	OR10C1	58	10.0	6.29	8.38	0.584
INI30000	White blood cell count	african_non_british_white_others_related_s_asian_white_british	6	DDR1	29		8.27	6.94	nan
INI30000	White blood cell count	african_non_british_white_others_related_s_asian_white_british	6	ATAT1	26	7.0	8.59	5.48	-0.15
INI30000	White blood cell count	african_non_british_white_others_related_s_asian_white_british	6	RC3H1	24		8.56	7.25	nan
INI30000	White blood cell count	african_non_british_white_others_related_s_asian_white_british	6	PIEZO1	144		9.66	-0.449	nan
INI30000	White blood cell count	african_non_british_white_others_related_s_asian_white_british	6	CSF3R	56	4.0	7.36	3.42	1.43
INI30000	White blood cell count	african_non_british_white_others_related_s_asian_white_british	6	SPAG7	6		5.88	5.88	nan
INI30000	White blood cell count	african_non_british_white_others_related_s_asian_white_british	6	BSN	89	3.0	6.43	2.61	-0.0964
INI30000	White blood cell count	african_non_british_white_others_related_s_asian_white_british	6	FERMT3	23	6.0	6.72	1.33	-0.1
INI30000	White blood cell count	african_non_british_white_others_related_s_asian_white_british	6	SPTA1	123	8.0	7.01	5.99	0.09
INI30000	White blood cell count	african_non_british_white_others_related_s_asian_white_british	6	TCAP	37	18.0	6.3	4.67	-0.39
INI30000	White blood cell count	african_non_british_white_others_related_s_asian_white_british	6	BRD2	24		7.23	-0.108	nan
INI30000	White blood cell count	african_non_british_white_others_related_s_asian_white_british	6	GSDMB	38	9.0	5.49	2.9	-0.116
INI30000	White blood cell count	african_non_british_white_others_related_s_asian_white_british	6	TAP2	34	8.0	6.13	5.66	-0.252
INI30000	White blood cell count	african_non_british_white_others_related_s_asian_white_british	6	OR2H2	33		5.34	5.98	nan
INI30000	White blood cell count	african_non_british_white_others_related_s_asian_white_british	6	CSF3	6		5.35	5.35	nan
INI30000	White blood cell count	african_non_british_white_others_related_s_asian_white_british	6	NKAPL	38	10.0	5.05	0.681	-0.442
INI30000	White blood cell count	african_non_british_white_others_related_s_asian_white_british	6	NOTCH4	89	17.0	7.52	1.2	-0.35
INI30000	White blood cell count	african_non_british_white_others_related_s_asian_white_british	6	HLA-DQB1	12		5.87	4.93	nan
INI30000	White blood cell count	african_non_british_white_others_related_s_asian_white_british	6	ZNRD1	8	2.0	5.26	4.42	0.19
INI30000	White blood cell count	african_non_british_white_others_related_s_asian_white_british	6	SLC44A4	41	13.0	6.68	-0.061	0.171
INI30010	Red blood cell count	african_non_british_white_others_related_s_asian_white_british	6	TFR2	129	27.0	55	8.41	-0.482
INI30010	Red blood cell count	african_non_british_white_others_related_s_asian_white_british	6	EPO	18		47.1	31.5	nan
INI30010	Red blood cell count	african_non_british_white_others_related_s_asian_white_british	6	GNB2	16		45.6	40	nan
INI30010	Red blood cell count	african_non_british_white_others_related_s_asian_white_british	6	HBB	46	8.0	44.1	21	30.4
INI30010	Red blood cell count	african_non_british_white_others_related_s_asian_white_british	6	PIEZO1	144		25.3	1.04	nan
INI30010	Red blood cell count	african_non_british_white_others_related_s_asian_white_british	6	PKLR	84	10.0	24.5	8.28	1.97
INI30010	Red blood cell count	african_non_british_white_others_related_s_asian_white_british	6	MDC1	138	6.0	21.7	7.83	-0.0189
INI30010	Red blood cell count	african_non_british_white_others_related_s_asian_white_british	6	TF	47		11.6	0.177	nan
INI30010	Red blood cell count	african_non_british_white_others_related_s_asian_white_british	6	SH2B3	5		14.8	14.8	nan
INI30010	Red blood cell count	african_non_british_white_others_related_s_asian_white_british	6	SLC9A3R2	31	4.0	13.6	9.16	-0.169
INI30010	Red blood cell count	african_non_british_white_others_related_s_asian_white_british	6	TNFRSF13B	59	13.0	12	12.4	0.209
INI30010	Red blood cell count	african_non_british_white_others_related_s_asian_white_british	6	GIGYF1	24	2.0	13.7	1.97	-0.0436
INI30010	Red blood cell count	african_non_british_white_others_related_s_asian_white_british	6	JAK2	37	1.0	12.5	3.37	-0.0109
INI30010	Red blood cell count	african_non_british_white_others_related_s_asian_white_british	6	ACO1	57	23.0	12.1	-0.146	-0.0827
INI30010	Red blood cell count	african_non_british_white_others_related_s_asian_white_british	6	KLF1	43	23.0	11.3	9.67	9.23
INI30010	Red blood cell count	african_non_british_white_others_related_s_asian_white_british	6	REXO4	15	3.0	11.4	12	-0.102
INI30010	Red blood cell count	african_non_british_white_others_related_s_asian_white_british	6	SAPCD1	29		11.5	5.63	nan
INI30010	Red blood cell count	african_non_british_white_others_related_s_asian_white_british	6	LRRC36	32	3.0	7.44	1.84	-0.0611
INI30010	Red blood cell count	african_non_british_white_others_related_s_asian_white_british	6	C16orf70	16		6.28	5.04	nan
INI30010	Red blood cell count	african_non_british_white_others_related_s_asian_white_british	6	AK9	52	5.0	8.86	10.2	0.338
INI30010	Red blood cell count	african_non_british_white_others_related_s_asian_white_british	6	GMPR	36	5.0	7.84	7.2	6
INI30010	Red blood cell count	african_non_british_white_others_related_s_asian_white_british	6	FCGRT	11		7.31	6.87	nan
INI30010	Red blood cell count	african_non_british_white_others_related_s_asian_white_british	6	TMC8	61	16.0	7.43	0.0591	-0.107
INI30010	Red blood cell count	african_non_british_white_others_related_s_asian_white_british	6	BTN2A2	47	5.0	9.45	10.1	-0.0991
INI30010	Red blood cell count	african_non_british_white_others_related_s_asian_white_british	6	TBC1D22B	10		6.83	2.66	nan
INI30010	Red blood cell count	african_non_british_white_others_related_s_asian_white_british	6	SNX8	13		5.62	6.12	nan
INI30010	Red blood cell count	african_non_british_white_others_related_s_asian_white_british	6	TENT5C	17		8.11	8.09	nan
INI30010	Red blood cell count	african_non_british_white_others_related_s_asian_white_british	6	EGLN2	8		5.99	6.09	nan
INI30010	Red blood cell count	african_non_british_white_others_related_s_asian_white_british	6	NPC1	201	10.0	7.01	2.96	-0.199
INI30010	Red blood cell count	african_non_british_white_others_related_s_asian_white_british	6	AHI1	61	18.0	6.13	1.52	-0.512
INI30010	Red blood cell count	african_non_british_white_others_related_s_asian_white_british	6	SYCE2	17		5.47	0.253	nan
INI30010	Red blood cell count	african_non_british_white_others_related_s_asian_white_british	6	MITF	29		6.25	6.33	nan
INI30010	Red blood cell count	african_non_british_white_others_related_s_asian_white_british	6	SLC6A19	57	15.0	6.67	2.66	-0.228
INI30010	Red blood cell count	african_non_british_white_others_related_s_asian_white_british	6	HBM	8		6.67	6.38	nan
INI30010	Red blood cell count	african_non_british_white_others_related_s_asian_white_british	6	ZCWPW1	31	4.0	5.81	6.64	0.00678
INI30010	Red blood cell count	african_non_british_white_others_related_s_asian_white_british	6	LY6G6C	20	8.0	5.71	2.15	-0.349
INI30010	Red blood cell count	african_non_british_white_others_related_s_asian_white_british	6	GBA	124	13.0	5.76	2.96	0.334
INI30010	Red blood cell count	african_non_british_white_others_related_s_asian_white_british	6	AMPD3	48	1.0	5.06	2.77	-0.0114
INI30010	Red blood cell count	african_non_british_white_others_related_s_asian_white_british	6	OR2H2	33		5.17	0.0744	nan
INI30010	Red blood cell count	african_non_british_white_others_related_s_asian_white_british	6	BTNL2	59	12.0	6.64	5.47	0.96
INI30010	Red blood cell count	african_non_british_white_others_related_s_asian_white_british	6	BORA	26	9.0	6.55	-0.00204	-1.72
INI30020	Haemoglobin concentration	african_non_british_white_others_related_s_asian_white_british	6	TFR2	129	27.0	76.6	22	-0.0891
INI30020	Haemoglobin concentration	african_non_british_white_others_related_s_asian_white_british	6	EPO	18		69.8	44.6	nan
INI30020	Haemoglobin concentration	african_non_british_white_others_related_s_asian_white_british	6	GNB2	16		65.2	53	nan
INI30020	Haemoglobin concentration	african_non_british_white_others_related_s_asian_white_british	6	PIEZO1	144		45.8	2.94	nan
INI30020	Haemoglobin concentration	african_non_british_white_others_related_s_asian_white_british	6	PKLR	84	10.0	32.6	13.1	1.45
INI30020	Haemoglobin concentration	african_non_british_white_others_related_s_asian_white_british	6	HBB	46	8.0	38.2	23	27.6
INI30020	Haemoglobin concentration	african_non_british_white_others_related_s_asian_white_british	6	ACO1	57	23.0	17.9	0.459	-0.0916
INI30020	Haemoglobin concentration	african_non_british_white_others_related_s_asian_white_british	6	BTN2A2	47	5.0	11.8	13.5	0.0575
INI30020	Haemoglobin concentration	african_non_british_white_others_related_s_asian_white_british	6	MDC1	138	6.0	16.1	11.5	0.569
INI30020	Haemoglobin concentration	african_non_british_white_others_related_s_asian_white_british	6	SLC9A3R2	31	4.0	14.2	9.9	-0.169
INI30020	Haemoglobin concentration	african_non_british_white_others_related_s_asian_white_british	6	EGLN2	8		12.4	12.5	nan
INI30020	Haemoglobin concentration	african_non_british_white_others_related_s_asian_white_british	6	KLF1	43	23.0	12.8	8.65	9.07
INI30020	Haemoglobin concentration	african_non_british_white_others_related_s_asian_white_british	6	GMPR	36	5.0	10.4	9.5	5.54
INI30020	Haemoglobin concentration	african_non_british_white_others_related_s_asian_white_british	6	TMPRSS6	83	11.0	9.78	2.61	2.07
INI30020	Haemoglobin concentration	african_non_british_white_others_related_s_asian_white_british	6	SH2B3	5		10.4	10.4	nan
INI30020	Haemoglobin concentration	african_non_british_white_others_related_s_asian_white_british	6	AMPD3	48	1.0	10.5	8.18	-0.00118
INI30020	Haemoglobin concentration	african_non_british_white_others_related_s_asian_white_british	6	PFKL	38	5.0	8.64	2.38	0.385
INI30020	Haemoglobin concentration	african_non_british_white_others_related_s_asian_white_british	6	FCGRT	11		8.03	8.03	nan
INI30020	Haemoglobin concentration	african_non_british_white_others_related_s_asian_white_british	6	SAPCD1	29		8.91	4.85	nan
INI30020	Haemoglobin concentration	african_non_british_white_others_related_s_asian_white_british	6	GBA	124	13.0	7.88	3.43	0.227
INI30020	Haemoglobin concentration	african_non_british_white_others_related_s_asian_white_british	6	ARPC1B	15	3.0	6.58	6.91	-0.13
INI30020	Haemoglobin concentration	african_non_british_white_others_related_s_asian_white_british	6	MITF	29		6.02	6.26	nan
INI30020	Haemoglobin concentration	african_non_british_white_others_related_s_asian_white_british	6	REXO4	15	3.0	6.13	5.97	-0.0241
INI30020	Haemoglobin concentration	african_non_british_white_others_related_s_asian_white_british	6	GIGYF1	24	2.0	6.68	0.979	-0.0737
INI30020	Haemoglobin concentration	african_non_british_white_others_related_s_asian_white_british	6	SUSD1	52	11.0	5.8	4.19	0.104
INI30020	Haemoglobin concentration	african_non_british_white_others_related_s_asian_white_british	6	SLC6A19	57	15.0	5.09	2.29	-0.321
INI30020	Haemoglobin concentration	african_non_british_white_others_related_s_asian_white_british	6	TRIM31	60	10.0	6.02	0.922	-0.654
INI30020	Haemoglobin concentration	african_non_british_white_others_related_s_asian_white_british	6	BTNL2	59	12.0	5.16	6.17	0.694
INI30030	Haematocrit %	african_non_british_white_others_related_s_asian_white_british	6	EPO	18		75.1	49.2	nan
INI30030	Haematocrit %	african_non_british_white_others_related_s_asian_white_british	6	GNB2	16		70.4	58.7	nan
INI30030	Haematocrit %	african_non_british_white_others_related_s_asian_white_british	6	TFR2	129	27.0	63.4	16.3	-0.287
INI30030	Haematocrit %	african_non_british_white_others_related_s_asian_white_british	6	PKLR	84	10.0	33.6	12.4	1.63
INI30030	Haematocrit %	african_non_british_white_others_related_s_asian_white_british	6	PIEZO1	144		22.7	1.3	nan
INI30030	Haematocrit %	african_non_british_white_others_related_s_asian_white_british	6	ACO1	57	23.0	17.6	0.512	0.444
INI30030	Haematocrit %	african_non_british_white_others_related_s_asian_white_british	6	EGLN2	8		12.4	12.5	nan
INI30030	Haematocrit %	african_non_british_white_others_related_s_asian_white_british	6	SLC9A3R2	31	4.0	12.6	9.5	-0.136
INI30030	Haematocrit %	african_non_british_white_others_related_s_asian_white_british	6	HBB	46	8.0	16.9	12.2	11.2
INI30030	Haematocrit %	african_non_british_white_others_related_s_asian_white_british	6	SH2B3	5		10.9	10.9	nan
INI30030	Haematocrit %	african_non_british_white_others_related_s_asian_white_british	6	FCGRT	11		9.08	9.08	nan
INI30030	Haematocrit %	african_non_british_white_others_related_s_asian_white_british	6	GBA	124	13.0	8.8	3.17	0.842
INI30030	Haematocrit %	african_non_british_white_others_related_s_asian_white_british	6	ARPC1B	15	3.0	7.66	8.05	-0.121
INI30030	Haematocrit %	african_non_british_white_others_related_s_asian_white_british	6	PFKL	38	5.0	7.32	1.88	0.309
INI30030	Haematocrit %	african_non_british_white_others_related_s_asian_white_british	6	MITF	29		6.35	6.41	nan
INI30030	Haematocrit %	african_non_british_white_others_related_s_asian_white_british	6	AMPD3	48	1.0	7.08	5.6	-0.000664
INI30030	Haematocrit %	african_non_british_white_others_related_s_asian_white_british	6	JAK2	37	1.0	6.13	0.479	-0.0185
INI30030	Haematocrit %	african_non_british_white_others_related_s_asian_white_british	6	GIGYF1	24	2.0	7.12	1.07	-0.0347
INI30030	Haematocrit %	african_non_british_white_others_related_s_asian_white_british	6	MDC1	138	6.0	7.82	5.94	0.291
INI30030	Haematocrit %	african_non_british_white_others_related_s_asian_white_british	6	SAPCD1	29		6.83	3	nan
INI30030	Haematocrit %	african_non_british_white_others_related_s_asian_white_british	6	EPOR	25	4.0	5.05	1.14	0.0324
INI30030	Haematocrit %	african_non_british_white_others_related_s_asian_white_british	6	BTNL2	59	12.0	7.15	6.62	1.06
INI30030650	AST to ALT ratio	african_non_british_white_others_related_s_asian_white_british	6	GPT	51	22.0	871	580	145
INI30030650	AST to ALT ratio	african_non_british_white_others_related_s_asian_white_british	6	GOT1	11		166	142	nan
INI30030650	AST to ALT ratio	african_non_british_white_others_related_s_asian_white_british	6	C8orf82	12		79.8	84.4	nan
INI30030650	AST to ALT ratio	african_non_british_white_others_related_s_asian_white_british	6	RECQL4	94	4.0	75.7	10.7	-0.308
INI30030650	AST to ALT ratio	african_non_british_white_others_related_s_asian_white_british	6	ARHGAP39	18	1.0	59.1	11	-0.0207
INI30030650	AST to ALT ratio	african_non_british_white_others_related_s_asian_white_british	6	FCGRT	11		11.1	11.6	nan
INI30030650	AST to ALT ratio	african_non_british_white_others_related_s_asian_white_british	6	SLC39A4	46		11.1	5.01	nan
INI30030650	AST to ALT ratio	african_non_british_white_others_related_s_asian_white_british	6	MRC1L1	12		7.5	7.31	nan
INI30030650	AST to ALT ratio	african_non_british_white_others_related_s_asian_white_british	6	PLA2G12A	11		7.6	8.31	nan
INI30030650	AST to ALT ratio	african_non_british_white_others_related_s_asian_white_british	6	SCRT1	5		7.82	7.82	nan
INI30030650	AST to ALT ratio	african_non_british_white_others_related_s_asian_white_british	6	MAPK15	50	24.0	7.91	6.11	-0.106
INI30030650	AST to ALT ratio	african_non_british_white_others_related_s_asian_white_british	6	MRC1	16		5.9	0.538	nan
INI30030650	AST to ALT ratio	african_non_british_white_others_related_s_asian_white_british	6	CMKLR1	11		5.5	5.62	nan
INI30030650	AST to ALT ratio	african_non_british_white_others_related_s_asian_white_british	6	MLXIPL	19	2.0	5.72	5.52	0.0267
INI30030650	AST to ALT ratio	african_non_british_white_others_related_s_asian_white_british	6	ABCB4	70	6.0	7.1	4.19	-0.0726
INI30030650	AST to ALT ratio	african_non_british_white_others_related_s_asian_white_british	6	ANKH	11		4.99	5.27	nan
INI30030650	AST to ALT ratio	african_non_british_white_others_related_s_asian_white_british	6	BTN2A2	47	5.0	5.99	6.72	-0.108
INI30030700	eGFR	african_non_british_white_others_related_s_asian_white_british	6	SLC22A2	39	11.0	59	50	51
INI30030700	eGFR	african_non_british_white_others_related_s_asian_white_british	6	LRP2	191		24.2	7.36	nan
INI30030700	eGFR	african_non_british_white_others_related_s_asian_white_british	6	PKHD1	320	48.0	24.6	17.9	2.06
INI30030700	eGFR	african_non_british_white_others_related_s_asian_white_british	6	SLC6A19	57	15.0	21.4	13.2	-0.321
INI30030700	eGFR	african_non_british_white_others_related_s_asian_white_british	6	RNF186	12	6.0	18.2	17.9	17.9
INI30030700	eGFR	african_non_british_white_others_related_s_asian_white_british	6	SLC34A3	74	7.0	18.7	4.77	0.642
INI30030700	eGFR	african_non_british_white_others_related_s_asian_white_british	6	SLC47A1	21	5.0	12.6	9.84	-0.101
INI30030700	eGFR	african_non_british_white_others_related_s_asian_white_british	6	RYR1	267	30.0	12.8	3.27	0.409
INI30030700	eGFR	african_non_british_white_others_related_s_asian_white_british	6	SLC25A45	7	2.0	11.3	10.9	-0.0745
INI30030700	eGFR	african_non_british_white_others_related_s_asian_white_british	6	SLC7A9	67	11.0	9.99	9.48	-0.0638
INI30030700	eGFR	african_non_british_white_others_related_s_asian_white_british	6	CLPX	27		10.6	11.1	nan
INI30030700	eGFR	african_non_british_white_others_related_s_asian_white_british	6	ALDOB	28	7.0	10.6	5.79	0.138
INI30030700	eGFR	african_non_british_white_others_related_s_asian_white_british	6	FNIP1	24		8.2	6.42	nan
INI30030700	eGFR	african_non_british_white_others_related_s_asian_white_british	6	PCK1	36	4.0	8.03	-0.0179	-0.352
INI30030700	eGFR	african_non_british_white_others_related_s_asian_white_british	6	CNTD2	6		8.49	8.49	nan
INI30030700	eGFR	african_non_british_white_others_related_s_asian_white_british	6	MITF	28		8.26	6.5	nan
INI30030700	eGFR	african_non_british_white_others_related_s_asian_white_british	6	ALDH1L1	48	9.0	7.97	6.29	0.67
INI30030700	eGFR	african_non_british_white_others_related_s_asian_white_british	6	SLC47A2	43	12.0	6.62	2.77	0.0146
INI30030700	eGFR	african_non_british_white_others_related_s_asian_white_british	6	SLC28A2	57	15.0	7.76	2.51	-0.368
INI30030700	eGFR	african_non_british_white_others_related_s_asian_white_british	6	AQP1	36	5.0	5.01	1.5	-0.158
INI30030700	eGFR	african_non_british_white_others_related_s_asian_white_british	6	SLC5A3	13	2.0	6.19	6	0.0127
INI30030700	eGFR	african_non_british_white_others_related_s_asian_white_british	6	RPL3L	54	3.0	5.28	2.79	-0.0456
INI30030700	eGFR	african_non_british_white_others_related_s_asian_white_british	6	ACSM2A	45	19.0	5.41	6.06	6.01
INI30030700	eGFR	african_non_british_white_others_related_s_asian_white_british	6	GRB7	33		5.18	4.12	nan
INI30030700	eGFR	african_non_british_white_others_related_s_asian_white_british	6	RBM47	10		5.96	6.41	nan
INI30030700	eGFR	african_non_british_white_others_related_s_asian_white_british	6	WIPF2	12	2.0	5.55	4.5	0.0125
INI30030700	eGFR	african_non_british_white_others_related_s_asian_white_british	6	CACNA1S	63	11.0	5.57	1.55	-0.148
INI30030700	eGFR	african_non_british_white_others_related_s_asian_white_british	6	CUBN	238	35.0	7.11	1.8	0.95
INI30030860	Non-albumin protein	african_non_british_white_others_related_s_asian_white_british	6	TNFRSF13B	59	13.0	175	135	7.38
INI30030860	Non-albumin protein	african_non_british_white_others_related_s_asian_white_british	6	C2	28	13.0	23.5	25	25
INI30030860	Non-albumin protein	african_non_british_white_others_related_s_asian_white_british	6	SNX8	13		19.7	19.4	nan
INI30030860	Non-albumin protein	african_non_british_white_others_related_s_asian_white_british	6	FCGRT	11		17.5	18.2	nan
INI30030860	Non-albumin protein	african_non_british_white_others_related_s_asian_white_british	6	ADAMTS4	51	10.0	15	1.5	-0.186
INI30030860	Non-albumin protein	african_non_british_white_others_related_s_asian_white_british	6	HSPA6	22	6.0	9.9	9.85	10.3
INI30030860	Non-albumin protein	african_non_british_white_others_related_s_asian_white_british	6	FCGR2A	12		9.09	9.16	nan
INI30030860	Non-albumin protein	african_non_british_white_others_related_s_asian_white_british	6	TNXB	150	16.0	5.4	3.1	-0.258
INI30030860	Non-albumin protein	african_non_british_white_others_related_s_asian_white_british	6	NT5M	6		7.16	7.16	nan
INI30030860	Non-albumin protein	african_non_british_white_others_related_s_asian_white_british	6	BTNL2	59	12.0	9.12	8.79	1.33
INI30030860	Non-albumin protein	african_non_british_white_others_related_s_asian_white_british	6	TMEM256-PLSCR3	6		7.01	7.01	nan
INI30030860	Non-albumin protein	african_non_british_white_others_related_s_asian_white_british	6	TNFRSF17	4		5.6	5.6	nan
INI30030860	Non-albumin protein	african_non_british_white_others_related_s_asian_white_british	6	ETS1	17	5.0	6.85	0.6	0.273
INI30030860	Non-albumin protein	african_non_british_white_others_related_s_asian_white_british	6	TRIM31	59	10.0	10.5	1.1	0.83
INI30030860	Non-albumin protein	african_non_british_white_others_related_s_asian_white_british	6	NKAPL	38	10.0	5.66	4.07	-0.6
INI30030860	Non-albumin protein	african_non_british_white_others_related_s_asian_white_british	6	BTN2A2	47	5.0	4.4	6.18	-0.113
INI30030860	Non-albumin protein	african_non_british_white_others_related_s_asian_white_british	6	BLK	28	10.0	5.26	6.68	0.0496
INI30030860	Non-albumin protein	african_non_british_white_others_related_s_asian_white_british	6	MDC1	135	5.0	5.08	4.89	-0.0977
INI30030860	Non-albumin protein	african_non_british_white_others_related_s_asian_white_british	6	CDSN	28		5.12	4.2	nan
INI30040	Mean corpuscular volume	african_non_british_white_others_related_s_asian_white_british	6	KLF1	43	23.0	73.5	58.2	58.1
INI30040	Mean corpuscular volume	african_non_british_white_others_related_s_asian_white_british	6	GMPR	36	5.0	56.4	50.4	36.7
INI30040	Mean corpuscular volume	african_non_british_white_others_related_s_asian_white_british	6	TF	47		40.3	1.08	nan
INI30040	Mean corpuscular volume	african_non_british_white_others_related_s_asian_white_british	6	HBB	46	8.0	57.6	42.1	44
INI30040	Mean corpuscular volume	african_non_british_white_others_related_s_asian_white_british	6	ATR	69	8.0	26.7	21.5	0.43
INI30040	Mean corpuscular volume	african_non_british_white_others_related_s_asian_white_british	6	TMPRSS6	83	11.0	21.9	4.85	4.94
INI30040	Mean corpuscular volume	african_non_british_white_others_related_s_asian_white_british	6	TFR2	129	27.0	24.2	3.89	-0.146
INI30040	Mean corpuscular volume	african_non_british_white_others_related_s_asian_white_british	6	TENT5C	17		16.4	17.3	nan
INI30040	Mean corpuscular volume	african_non_british_white_others_related_s_asian_white_british	6	TBC1D22B	10		13.5	4.23	nan
INI30040	Mean corpuscular volume	african_non_british_white_others_related_s_asian_white_british	6	OR51V1	23		11.6	6.48	nan
INI30040	Mean corpuscular volume	african_non_british_white_others_related_s_asian_white_british	6	TMC8	61	16.0	13.6	1.02	-0.352
INI30040	Mean corpuscular volume	african_non_british_white_others_related_s_asian_white_british	6	MDC1	138	6.0	11.3	0.744	-0.0296
INI30040	Mean corpuscular volume	african_non_british_white_others_related_s_asian_white_british	6	BORA	26	9.0	15.4	2.22	-1.44
INI30040	Mean corpuscular volume	african_non_british_white_others_related_s_asian_white_british	6	CLSPN	29	1.0	10.4	1.07	0.0277
INI30040	Mean corpuscular volume	african_non_british_white_others_related_s_asian_white_british	6	WASHC2C	30	17.0	10.5	5.28	-0.812
INI30040	Mean corpuscular volume	african_non_british_white_others_related_s_asian_white_british	6	TNFRSF13B	59	13.0	10.2	6.72	-0.446
INI30040	Mean corpuscular volume	african_non_british_white_others_related_s_asian_white_british	6	SYCE2	17		8.33	0.357	nan
INI30040	Mean corpuscular volume	african_non_british_white_others_related_s_asian_white_british	6	REXO4	15	3.0	8.4	9.54	0.114
INI30040	Mean corpuscular volume	african_non_british_white_others_related_s_asian_white_british	6	C16orf70	16		7.36	7.06	nan
INI30040	Mean corpuscular volume	african_non_british_white_others_related_s_asian_white_british	6	TRIM40	35	17.0	11.8	1.7	-0.512
INI30040	Mean corpuscular volume	african_non_british_white_others_related_s_asian_white_british	6	LRRC36	32	3.0	7.5	2.79	0.0709
